Hosp_Name,Hosp_ID,Hosp_Address,City,State,Action,DT_Action
Baptist Health Richmond,495,801 Eastern Bypass,Richmond,KY,Closure Notice,2021-12
Baptist Health Richmond,495,801 Eastern Bypass,Richmond,KY,Met Requirements,2023-05
Baptist Hospital,498,8900 N Kendall Dr,Miami,FL,Warning Notice,2021-06
Baptist Hospital,498,8900 N Kendall Dr,Miami,FL,CAP Request,2021-12
Baptist Hospital,498,8900 N Kendall Dr,Miami,FL,Closure Notice,2022-03
Baptist Medical Center,501,111 Dallas Street,San Antonio,TX,Met Requirements,2023-04
Baptist Medical Center - Princeton,505,"701 Princeton Avenue, S.w.",Birmingham,AL,Warning Notice,2021-06
Baptist Medical Center - Princeton,505,"701 Princeton Avenue, S.w.",Birmingham,AL,CAP Request,2021-12
Baptist Medical Center - Princeton,505,"701 Princeton Avenue, S.w.",Birmingham,AL,Closure Notice,2022-01
Baptist Medical Center Jacksonville,507,800 Prudential Dr,Jacksonville,FL,Warning Notice,2021-08
Baptist Medical Center Jacksonville,507,800 Prudential Dr,Jacksonville,FL,CAP Request,2022-05
Baptist Medical Center Jacksonville,507,800 Prudential Dr,Jacksonville,FL,Closure Notice,2022-08
Baptist Medical Center South,509,14550 Old Saint Augustine Road,Jacksonville,FL,Met Requirements,2023-04
Baptist Memorial Restorative Care Hospital,527,6019 Walnut Grove Road,Memphis,TN,Warning Notice,2021-08
Baptist Memorial Restorative Care Hospital,527,6019 Walnut Grove Road,Memphis,TN,CAP Request,2022-07
Baptist Memorial Restorative Care Hospital,527,6019 Walnut Grove Road,Memphis,TN,Closure Notice,2022-10
Baptist Neighborhood Hospital - Hausman,469,8230 North 1604 West,San Antonio,TX,Warning Notice,2023-03
Baptist Neighborhood Hospital - Hausman,469,8230 North 1604 West,San Antonio,TX,CAP Request,2023-07
Baptist Neighborhood Hospital - Hausman,469,8230 North 1604 West,San Antonio,TX,Closure Notice,2023-10
Baptist Neighborhood Hospital - Kelly,7607,806 Cupples Road,San Antonio,TX,Warning Notice,2023-03
Baptist Neighborhood Hospital - Kelly,7607,806 Cupples Road,San Antonio,TX,CAP Request,2023-08
Baptist Neighborhood Hospital - Kelly,7607,806 Cupples Road,San Antonio,TX,Closure Notice,2023-10
Baptist Neighborhood Hospital - Overlook ,470,26515 North Us Highway 281,San Antonio,TX,Warning Notice,2023-03
Baptist Neighborhood Hospital - Overlook ,470,26515 North Us Highway 281,San Antonio,TX,CAP Request,2023-07
Baptist Neighborhood Hospital - Overlook ,470,26515 North Us Highway 281,San Antonio,TX,Closure Notice,2023-10
Baptist Neighborhood Hospital - Thousand Oaks,573,16088 San Pedro Ave,San Antonio,TX,Warning Notice,2023-03
Baptist Neighborhood Hospital - Thousand Oaks,573,16088 San Pedro Ave,San Antonio,TX,CAP Request,2023-07
Baptist Neighborhood Hospital - Thousand Oaks,573,16088 San Pedro Ave,San Antonio,TX,Closure Notice,2023-10
Baptist Neighborhood Hospital - Westover Hills,474,10811 Town Center Drive,San Antonio,TX,Warning Notice,2023-03
Baptist Neighborhood Hospital - Westover Hills,474,10811 Town Center Drive,San Antonio,TX,CAP Request,2023-07
Baptist Neighborhood Hospital - Westover Hills,474,10811 Town Center Drive,San Antonio,TX,Closure Notice,2023-10
Baptist Neighborhood Hospital Schertz,7608,16977 I-35 North,Schertz,TX,Warning Notice,2023-04
Baptist Neighborhood Hospital Schertz,7608,16977 I-35 North,Schertz,TX,CAP Request,2023-08
Baptist Neighborhood Hospital Schertz,7608,16977 I-35 North,Schertz,TX,Closure Notice,2023-10
Barnes-Jewish Hospital,534,One Barnes-jewish Hospital Plaza,St. Louis,MO,Warning Notice,2021-08
Barnes-Jewish Hospital,534,One Barnes-jewish Hospital Plaza,St. Louis,MO,Closure Notice,2022-03
Barnes-Jewish Hospital - North,535,One Parkview Place,St. Louis,MO,Warning Notice,2021-05
Barnes-Jewish Hospital - North,535,One Parkview Place,St. Louis,MO,Closure Notice,2022-03
Barrett Hospital & Healthcare,542,600 MT Hwy 91 South,Dillon,MT,Warning Notice,2023-04
Barrett Hospital & Healthcare,542,600 MT Hwy 91 South,Dillon,MT,Closure Notice,2023-07
Bartlett Regional Hospital,545,3260 Hospital Drive,Juneau,AK,Met Requirements,2022-12
Bartlett Regional Hospital,545,3260 Hospital Drive,Juneau,AK,Met Requirements,2023-12
Bartow Regional Medical Center,547,2200 Osprey Blvd,Bartow,FL,Warning Notice,2021-08
Bartow Regional Medical Center,547,2200 Osprey Blvd,Bartow,FL,CAP Request,2022-05
Bartow Regional Medical Center,547,2200 Osprey Blvd,Bartow,FL,Closure Notice,2023-06
Battle Mountain General Hospital,555,535 South Humboldt Street,Batte Mtn,NV,Warning Notice,2021-08
Battle Mountain General Hospital,555,535 South Humboldt Street,Batte Mtn,NV,CAP Request,2022-05
Battle Mountain General Hospital,555,535 South Humboldt Street,Batte Mtn,NV,Closure Notice,2022-09
Baxter Regional Medical Center,557,624 Hospital Drive,Mountain Home,AR,Warning Notice,2023-04
Baxter Regional Medical Center,557,624 Hospital Drive,Mountain Home,AR,Closure Notice,2023-08
"Bayhealth Hospital, Kent Campus",574,640 S State St,Dover,DE,Warning Notice,2021-09
"Bayhealth Hospital, Kent Campus",574,640 S State St,Dover,DE,CAP Request,2022-06
"Bayhealth Hospital, Kent Campus",574,640 S State St,Dover,DE,Closure Notice,2022-08
"Bayhealth Hospital, Sussex Campus",572,100 Wellness Way,Milford,DE,Warning Notice,2021-09
"Bayhealth Hospital, Sussex Campus",572,100 Wellness Way,Milford,DE,CAP Request,2022-06
"Bayhealth Hospital, Sussex Campus",572,100 Wellness Way,Milford,DE,Closure Notice,2022-08
Baylor Scott & White All Saints Medical Center,592,1400 8th Avenue,Fort Worth,TX,Met Requirements,2023-03
Baylor Scott & White Institute for Rehabilitation - Dallas,7624,909 N Washington Ave,Dallas,TX,Warning Notice,2023-03
Baylor Scott & White Institute for Rehabilitation - Dallas,7624,909 N Washington Ave,Dallas,TX,CAP Request,2023-08
Baylor Scott & White Institute for Rehabilitation - Dallas,7624,909 N Washington Ave,Dallas,TX,Closure Notice,2023-10
Baylor Scott & White Medical Center - College Station,601,700 Scott & White Drive,College Station,TX,Warning Notice,2022-05
Baylor Scott & White Medical Center - College Station,601,700 Scott & White Drive,College Station,TX,CAP Request,2022-09
Baylor Scott & White Medical Center - College Station,601,700 Scott & White Drive,College Station,TX,Closure Notice,2022-11
Baylor Scott & White Medical Center - Round Rock,619,300 University Boulevard,Round Rock,TX,Warning Notice,2022-05
Baylor Scott & White Medical Center - Round Rock,619,300 University Boulevard,Round Rock,TX,CAP Request,2022-09
Baylor Scott & White Medical Center - Round Rock,619,300 University Boulevard,Round Rock,TX,Closure Notice,2022-11
Baylor Scott & White Medical Center - Sunnyvale,612,231 S Collins Road,Sunnyvale,TX,Met Requirements,2023-12
Baylor Scott & White Medical Center Irving,605,1901 North MacArthur Boulevard,Irving,TX,Met Requirements,2023-03
Baylor Scott & White Medical Center Taylor,597,305 Mallard Lane,Taylor,TX,Warning Notice,2022-05
Baylor Scott & White Medical Center Taylor,597,305 Mallard Lane,Taylor,TX,CAP Request,2022-09
Baylor Scott & White Medical Center Taylor,597,305 Mallard Lane,Taylor,TX,Closure Notice,2022-11
Baylor Scott & White Medical Center Temple,615,2401 South 31st Street,Temple,TX,Warning Notice,2021-07
Baylor Scott & White Medical Center Temple,615,2401 South 31st Street,Temple,TX,Closure Notice,2022-01
Baylor Scott & White Medical Center Trophy Club,588,2850 East State Highway 114,Trophy Club,TX,Warning Notice,2023-05
Baylor Scott & White Medical Center Trophy Club,588,2850 East State Highway 114,Trophy Club,TX,CAP Request,2023-08
Baylor Scott & White Medical Center Trophy Club,588,2850 East State Highway 114,Trophy Club,TX,Closure Notice,2023-11
Baylor Scott & White Medical Center Waxahachie,614,2400 N I-35 E,Waxahachie,TX,Met Requirements,2023-04
Baylor Scott & White Rehabilitation - Fort Worth,585,6601 Harris Parkway,Fort Worth,TX,Warning Notice,2023-03
Baylor Scott & White Rehabilitation - Fort Worth,585,6601 Harris Parkway,Fort Worth,TX,CAP Request,2023-06
Baylor Scott & White Rehabilitation - Fort Worth,585,6601 Harris Parkway,Fort Worth,TX,Closure Notice,2023-09
Baylor Scott & White Surgical Hospital At Sherman,617,3601 North Calais Street,Sherman,TX,Met Requirements,2023-12
Baylor Scott & White Texas Spine & Joint Hospital,622,1814 Roseland Boulevard,Tyler,TX,Met Requirements,2023-09
Baylor Scott And White Institute For Rehabilitation - Lakeway,620,2000 Medical Drive,Lakeway,TX,Warning Notice,2023-03
Baylor Scott And White Institute For Rehabilitation - Lakeway,620,2000 Medical Drive,Lakeway,TX,Closure Notice,2023-07
Baylor University Medical Center,629,3500 Gaston Avenue,Dallas,TX,Warning Notice,2021-07
Baylor University Medical Center,629,3500 Gaston Avenue,Dallas,TX,Closure Notice,2022-01
Bayshore Medical Center,632,727 North Beers Street,Holmdel,NJ,Warning Notice,2022-08
Bayshore Medical Center,632,727 North Beers Street,Holmdel,NJ,Met Requirements,2023-02
Baystate Medical Center,637,759 Chestnut Street,Springfield,MA,Warning Notice,2021-04
Baystate Medical Center,637,759 Chestnut Street,Springfield,MA,CAP Request,2021-09
Baystate Medical Center,637,759 Chestnut Street,Springfield,MA,Closure Notice,2022-01
Baystate Noble Hospital,638,115 West Silver Street,Westfield,MA,Warning Notice,2023-05
Baystate Noble Hospital,638,115 West Silver Street,Westfield,MA,Closure Notice,2023-08
Bear Lake Memorial Hospital,1795,164 South Fifth Street,Montpelier,ID,CAP Request,2023-07
Bear Lake Memorial Hospital,1795,164 South Fifth Street,Montpelier,ID,Closure Notice,2023-10
Bear Valley Community Hospital,648,41870 Garstin Drive,Big Bear Lake,CA,Warning Notice,2023-02
Bear Valley Community Hospital,648,41870 Garstin Drive,Big Bear Lake,CA,CAP Request,2023-05
Bear Valley Community Hospital,648,41870 Garstin Drive,Big Bear Lake,CA,Closure Notice,2023-08
Beaumont Hospital Royal Oak,655,3601 West  Thirteen Mile Rd,Royal Oak,MI,Warning Notice,2023-01
Beaumont Hospital Royal Oak,655,3601 West  Thirteen Mile Rd,Royal Oak,MI,Closure Notice,2023-05
Beaumont Hospital Troy,658,44201 Dequindre Road,Troy,MI,Met Requirements,2023-01
Beebe Healthcare,669,424 Savannah Rd,Lewes,DE,Warning Notice,2021-12
Beebe Healthcare,669,424 Savannah Rd,Lewes,DE,Closure Notice,2022-10
Behavioral Health of Rocky Top,7602,210 Industrial Park Road Drive,Rocky Top,TN,Warning Notice,2023-03
Behavioral Health of Rocky Top,7602,210 Industrial Park Road Drive,Rocky Top,TN,CAP Request,2023-07
Behavioral Health of Rocky Top,7602,210 Industrial Park Road Drive,Rocky Top,TN,Met Requirements,2023-11
Bellevue Hospital Center,677,462 First Avenue,New York,NY,Warning Notice,2021-06
Bellevue Hospital Center,677,462 First Avenue,New York,NY,CAP Request,2021-12
Bellevue Hospital Center,677,462 First Avenue,New York,NY,Closure Notice,2022-03
Bellevue Medical Center,678,2500 Bellevue Medical Center Dr,Bellevue,NE,Warning Notice,2023-05
Bellevue Medical Center,678,2500 Bellevue Medical Center Dr,Bellevue,NE,CAP Request,2023-08
Bellevue Medical Center,678,2500 Bellevue Medical Center Dr,Bellevue,NE,Closure Notice,2023-10
Beloit Memorial Hospital,686,1969 W Hart Rd,Beloit,WI,Warning Notice,2022-06
Beloit Memorial Hospital,686,1969 W Hart Rd,Beloit,WI,CAP Request,2022-10
Beloit Memorial Hospital,686,1969 W Hart Rd,Beloit,WI,Closure Notice,2022-11
Belton Regional Medical Center,687,17065 S. 71 Highway,Belton,MO,Warning Notice,2023-06
Belton Regional Medical Center,687,17065 S. 71 Highway,Belton,MO,Closure Notice,2023-10
Ben Taub Hospital,2504,1504 Taub Loop,Houston,TX,Met Requirements,2023-02
Benefis Health Care (East Campus),689,1101 26th St S,Great Falls,MT,Warning Notice,2021-09
Benefis Health Care (East Campus),689,1101 26th St S,Great Falls,MT,CAP Request,2022-06
Benefis Health Care (East Campus),689,1101 26th St S,Great Falls,MT,Closure Notice,2023-03
Benefis Health Care (West Campus),690,500 15th Ave S,Great Falls,MT,Warning Notice,2021-05
Benefis Health Care (West Campus),690,500 15th Ave S,Great Falls,MT,CAP Request,2021-10
Benefis Health Care (West Campus),690,500 15th Ave S,Great Falls,MT,Closure Notice,2023-03
Bergen Regional Medical Center,694,230 East Ridgewood Avenue,Paramus,NJ,Warning Notice,2021-04
Bergen Regional Medical Center,694,230 East Ridgewood Avenue,Paramus,NJ,CAP Request,2021-09
Bergen Regional Medical Center,694,230 East Ridgewood Avenue,Paramus,NJ,Closure Notice,2022-02
Berkeley Medical Center,696,2500 Hospital Drive,Martinsburg,WV,Warning Notice,2021-08
Berkeley Medical Center,696,2500 Hospital Drive,Martinsburg,WV,Closure Notice,2022-03
Beth Israel Deaconess Hospital - Needham,701,148 Chestnut Street,Needham,MA,Warning Notice,2021-05
Beth Israel Deaconess Hospital - Needham,701,148 Chestnut Street,Needham,MA,CAP Request,2021-10
Beth Israel Deaconess Hospital - Needham,701,148 Chestnut Street,Needham,MA,Closure Notice,2022-02
Beth Israel Deaconess Medical Center,704,330 Brookline Avenue,Boston,MA,Warning Notice,2021-09
Beth Israel Deaconess Medical Center,704,330 Brookline Avenue,Boston,MA,Closure Notice,2022-06
Betsy Johnson Hospital,713,800 Tilghman Dr,Dunn,NC,CAP Request,2023-06
Betsy Johnson Hospital,713,800 Tilghman Dr,Dunn,NC,CMP Notice,2023-08
Betsy Johnson Hospital,713,800 Tilghman Dr,Dunn,NC,Closure Notice,2023-09
Beverly Hospital,715,309 West Beverly Boulevard,Montebello,CA,Warning Notice,2023-05
Beverly Hospital,715,309 West Beverly Boulevard,Montebello,CA,Closure Notice,2023-08
Bhc Streamwood Hospital Behavioral Health Center,721,1400 E. Irving Park Road,Streamwood,IL,Warning Notice,2021-07
Bhc Streamwood Hospital Behavioral Health Center,721,1400 E. Irving Park Road,Streamwood,IL,Closure Notice,2022-01
Big Bend Regional Medical Center,725,2600 North Highway 118 ,Alpine,TX,Warning Notice,2023-02
Big Bend Regional Medical Center,725,2600 North Highway 118 ,Alpine,TX,CAP Request,2023-05
Big Bend Regional Medical Center,725,2600 North Highway 118 ,Alpine,TX,Closure Notice,2023-08
Billings Clinic Hospital,731,2800 10th Ave N,Billings,MT,Met Requirements,2023-05
Bingham Memorial Hospital,7425,98 Poplar Street,Blackfoot,ID,Met Requirements,2022-12
Black Hills Surgical Hospital,733,216 Anamaria Drive,Rapid City,SD,Warning Notice,2022-12
Black Hills Surgical Hospital,733,216 Anamaria Drive,Rapid City,SD,Closure Notice,2023-04
Blessing Hospital,743,11th and Broadway,Quincy,IL,Met Requirements,2023-08
Boca Raton Regional Hospital,758,800 Meadows Rd,Boca Raton,FL,Warning Notice,2023-04
Boca Raton Regional Hospital,758,800 Meadows Rd,Boca Raton,FL,CAP Request,2023-08
Boca Raton Regional Hospital,758,800 Meadows Rd,Boca Raton,FL,Closure Notice,2023-10
Bon Secours - Southampton Medical Center,6012,100 Fairview Drive,Franklin,VA,Met Requirements,2023-06
Bon Secours Health Center at Harbour View,765,5818 Harbour View Boulevard,Suffolk,VA,CAP Request,2023-06
Bon Secours Health Center at Harbour View,765,5818 Harbour View Boulevard,Suffolk,VA,Closure Notice,2023-09
Bon Secours Richmond Community Hospital,770,1500 North 28th Street,Richmond,VA,Warning Notice,2021-08
Bon Secours Richmond Community Hospital,770,1500 North 28th Street,Richmond,VA,CAP Request,2022-03
Bon Secours Richmond Community Hospital,770,1500 North 28th Street,Richmond,VA,Closure Notice,2022-06
Bon Secours St. Francis Hospital,872,2095 Henry Tecklenburg Dr,Charleston,SC,Warning Notice,2021-12
Bon Secours St. Francis Hospital,872,2095 Henry Tecklenburg Dr,Charleston,SC,CAP Request,2022-11
Bon Secours St. Francis Hospital,872,2095 Henry Tecklenburg Dr,Charleston,SC,Closure Notice,2023-05
Bonner General Health,5878,520 North Third Avenue,Sandpoint,ID,Warning Notice,2022-12
Bonner General Health,5878,520 North Third Avenue,Sandpoint,ID,Closure Notice,2023-04
Boone County Hospital,775,1015 Union St,Boone,IA,Warning Notice,2023-04
Boone County Hospital,775,1015 Union St,Boone,IA,Closure Notice,2023-08
Boston Medical Center,780,One Boston Medical Center Place,Boston,MA,Warning Notice,2023-03
Boston Medical Center,780,One Boston Medical Center Place,Boston,MA,Closure Notice,2023-07
Boulder City Hospital,783,901 Adams Boulevard,Boulder City,NV,Warning Notice,2023-03
Boulder City Hospital,783,901 Adams Boulevard,Boulder City,NV,CAP Request,2023-07
Boulder City Hospital,783,901 Adams Boulevard,Boulder City,NV,Closure Notice,2023-09
Brattleboro Memorial Hospital,799,17 Belmont Ave,Brattleboro,VT,Warning Notice,2021-08
Brattleboro Memorial Hospital,799,17 Belmont Ave,Brattleboro,VT,CAP Request,2022-05
Brattleboro Memorial Hospital,799,17 Belmont Ave,Brattleboro,VT,Closure Notice,2023-11
Bravera Health Brooksville,566,17240 Cortez Blvd,Brooksville,FL,Met Requirements,2022-11
Bravera Health Seven Rivers,569,6201 N Suncoast Blvd,Crystal River,FL,Met Requirements,2022-12
Bravera Health Spring Hill,570,10461 Quality Dr,Spring Hill,FL,Met Requirements,2022-12
Breckinridge Health,802,1011 Old Highway 60,Hardinsburg,KY,Met Requirements,2023-02
Bridgepoint Hospital Capitol Hill,807,223 7th Street Ne,Washington,DC,Warning Notice,2021-08
Bridgepoint Hospital Capitol Hill,807,223 7th Street Ne,Washington,DC,CAP Request,2022-05
Bridgepoint Hospital Capitol Hill,807,223 7th Street Ne,Washington,DC,Closure Notice,2022-09
Bridgepoint Hospital National Harbor,808,"4601 Martin Luther King Jr. Avenue, Sw",Washington,DC,Warning Notice,2021-08
Bridgepoint Hospital National Harbor,808,"4601 Martin Luther King Jr. Avenue, Sw",Washington,DC,CAP Request,2022-05
Bridgepoint Hospital National Harbor,808,"4601 Martin Luther King Jr. Avenue, Sw",Washington,DC,Closure Notice,2022-09
Bridgeport Hospital,809,267 Grant Street,Bridgeport,CT,Warning Notice,2023-03
Bridgeport Hospital,809,267 Grant Street,Bridgeport,CT,Closure Notice,2023-06
Bristol Hospital,813,41 Brewster Rd,Bristol,CT,Met Requirements,2023-03
Bronson Battle Creek Hospital,821,300 North Avenue,Battle Creek,MI,Met Requirements,2023-06
Bronson Methodist Hospital,823,601 John Street,Kalamazoo,MI,Met Requirements,2023-05
Brookings Hospital,833,300 22nd Avenue,Brookings,SD,Warning Notice,2023-03
Brookings Hospital,833,300 22nd Avenue,Brookings,SD,CAP Request,2023-06
Brookings Hospital,833,300 22nd Avenue,Brookings,SD,Closure Notice,2023-12
Brookwood Baptist Medical Center,5826,2010 Brookwood Medical Center Drive,Birmingham,AL,Warning Notice,2021-12
Brookwood Baptist Medical Center,5826,2010 Brookwood Medical Center Drive,Birmingham,AL,Closure Notice,2022-10
Bryan Medical Center - East Campus,852,1600 South 48th St,Lincoln,NE,Warning Notice,2023-06
Bryan Medical Center - East Campus,852,1600 South 48th St,Lincoln,NE,CAP Request,2023-09
Bryan Medical Center - East Campus,852,1600 South 48th St,Lincoln,NE,Closure Notice,2023-11
Buffalo General Medical Center,865,100 High St,Buffalo,NY,Warning Notice,2021-08
Buffalo General Medical Center,865,100 High St,Buffalo,NY,CAP Request,2022-11
Buffalo General Medical Center,865,100 High St,Buffalo,NY,Closure Notice,2023-02
Cache Valley Hospital,883,2380 North 400 East,North Logan,UT,Met Requirements,2023-12
Caldwell Memorial Hospital,888,411 Main Street,Columbia,LA,Warning Notice,2023-04
